No.,Artist,Title,Total Spins,Spins Between 06:00 - 10:00,Spins Between 10:00 - 14:00,Spins Between 14:00 - 18:00,Spins Between 18:00 - 06:00
226,Fine.,Air,3,0,0,0,3
74,Shane Codd,Get Out Of My Head,48
77,Nea ,Some Say ,45
